expected_file,agent_answer,gold,correct_doc_retrieved,exact,substring,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
20261010_1010,FINAL ANSWER: Rowan says Cersei represents “the idea that power comes at a cost.” Source: “Rowan: What’s fascinating is how much Cersei represents the idea that power comes at a cost.” (C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261010_1010.txt),Power comes at a cost,True,False,True,1.0,0.15384615384615385,0.24999999736328127,0.8,0.11764705882352941,0.36017686128616333
20260619_0815,"FINAL ANSWER: Nutrition for athletes. 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week24\20260619_0815.txt — “there’s a special guest speaker talking about nutrition for athletes soon.”",about nutrition for athletes,True,False,True,1.0,0.2857142857142857,0.4444444395061729,1.0,0.4,0.8824727535247803
20260206_1600,"FINAL ANSWER: 2026-02-06 at 16:00. 
""LiHua: Hey Jennifer! I've been feeling pretty sore after our workout sessions. Do you have any tips or tricks for dealing with the muscle soreness?"" 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week5\20260206_1600.txt",20260206_16:00,True,False,False,0.5,0.0,0.0,0.0,0,0.7214667201042175
20260821_1500,FINAL ANSWER: Jasper recommends the 2005 UEFA Champions League final: Liverpool vs AC Milan. Quote: “One match that's always a classic is the 2005 final between Liverpool and AC Milan.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week33\20260821_1500.txt,The 2005 final between Liverpool and AC Milan,True,False,True,1.0,0.3333333333333333,0.4666666627555556,0.875,0.3571428571428572,0.8081575632095337
20261010_1010,"FINAL ANSWER: That after all her efforts to cling to power, it ultimately caught up to her — “poetic in a tragic way.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261010_1010.txt (“I found her end pretty haunting… It felt like it all caught up to her in the end, which was poetic in a tragic way.”)",How much she fought to hold onto her power,True,False,False,0.3333333333333333,0.045454545454545456,0.0816326500624741,0.2222222222222222,0.03846153846153846,0.5231472253799438
20260518_1000,"FINAL ANSWER: It was scheduled to start on Wednesday, May 20, 2026 (“Just a reminder that construction starts this Wednesday.”). Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week20\20260518_1000.txt",This Wednesday (20260520),True,False,False,0.6666666666666666,0.045454545454545456,0.0833333311458334,0.3333333333333333,0.05000000000000001,0.6302473545074463
20260401_1500,"FINAL ANSWER: He pretended he’d “just bought a set of expensive drums,” then admitted, “just kidding! It was an April Fool’s joke!” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week13\20260401_1500.txt",That Wolfgang bought a set of expensive drums,True,False,False,0.75,0.2777777777777778,0.43478260415879016,0.625,0.3125,0.6339424252510071
20260108_1100,"FINAL ANSWER: 12:00. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week1\20260108_1100.txt — ""remind you about our lunch at the cozy café downtown at 12:00.""",20260108,True,False,True,0.0,0.0,0.0,0.0,0,0.22374098002910614
20260921_1000,FINAL ANSWER: He proposed making a simple flyer listing local businesses to share with the community. As he put it: “put together a little flyer … with a list of those businesses.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260921_1000.txt,Putting together a flyer with a list of local businesses,True,False,False,0.8888888888888888,0.2727272727272727,0.46666666246666666,0.6666666666666666,0.3499999999999999,0.6664738655090332
20260106_1500,"FINAL ANSWER: Tomorrow at 10 AM (i.e., 2026-01-07 at 10:00, based on the message timestamp). Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week1\20260106_1500.txt — “Hey Li Hua, just wanted to confirm that the plumber will be arriving tomorrow at 10 AM to fix the water tap.”",tomorrow at 10 AM,True,False,True,1.0,0.2857142857142857,0.2999999968,1.0,0.26666666666666666,0.7328783273696899
20260701_1000,FINAL ANSWER: Because of prolonged bad weather—“the storm and the rain have been going on for days”—so the construction had to be postponed. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week26\20260701_1000.txt,the storm and the rain have been going on for days,True,False,True,1.0,0.391304347826087,0.5624999957031251,0.9,0.43478260869565216,0.604311466217041
20260921_1000,FINAL ANSWER: Support for local businesses. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260921_1000.txt — “it’s crucial to align our support for local businesses with the garden project schedule.”,Support for local businesses,True,False,True,1.0,0.42857142857142855,0.7999999952000001,1.0,0.5,0.8888876438140869
20260303_0930,FINAL ANSWER: Yuriko Yamamoto. “Hey Yuriko! … Looking forward to discussing the homepage updates!” (C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week9\20260306_1300.txt),Yuriko Yamamoto,False,False,True,1.0,0.2,0.6666666622222223,0.5,0.25,0.8837319612503052
20261019_1900,FINAL ANSWER: Snacks. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week42\20261019_1900.txt — “I’ll bring some snacks too.”,snacks,True,False,True,1.0,0.1,0.15384615242603553,1.0,0.10000000000000002,0.813173770904541
20260410_1100,FINAL ANSWER: “Stand By Me.” As LiHua suggests: “How about we try something classic like ‘Stand By Me’?” and the group agrees to work on it for Sunday’s jam. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week14\20260410_1100.txt,Stand By Me,True,False,True,1.0,0.03333333333333333,0.12499999830078126,0.3333333333333333,0.034482758620689655,0.6625769734382629
20260728_1800,FINAL ANSWER: Pottery and painting. “How about pottery or painting?” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week30\20260728_1800.txt),Wolfgang Schulz proposes pottery or painting as a hobby to Li Hua,True,False,False,0.25,0.10526315789473684,0.18181817685950424,0.2222222222222222,0.15922918012750872,0.4678567051887512
20260915_1200,FINAL ANSWER: Rowan finds Arya’s takedown of the Night King mind-blowing — “the moment Arya confronts the Night King and takes him down was mind-blowing!” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week37\20260915_1200.txt),When Arya confronts and takes down the Night King,True,False,False,0.8888888888888888,0.2962962962962963,0.44444444069444444,0.8888888888888888,0.27586206896551724,0.801141619682312
20260925_2100,FINAL ANSWER: Saturday at 4 PM at the usual spot. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260925_2100.txt — “Let’s say Saturday at 4 PM at the usual spot?”,Saturday at 4 PM at the usual spot,True,False,True,1.0,0.6,0.8749999950781251,0.8571428571428571,0.7,0.911691427230835
20261014_1400,"FINAL ANSWER: He’s strongly in favor of them. He says he’d “love to see some stealth boosts,” because they let you “sneak past enemies or get the jump on them,” adding a new layer to gameplay and enabling co-op strategies with “sneaky maneuvers.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week41\20261014_1400.txt.",they add a whole new layer to gameplay,True,False,False,0.75,0.15,0.24999999722222221,0.75,0.15384615384615385,0.3242343068122864
20260915_1200,"FINAL ANSWER: Rowan is intrigued by Jaime Lannister’s transformation—particularly after meeting Brienne of Tarth—how he shifts from an arrogant knight to someone with depth and complexity. 
- ""I’m really intrigued by Jaime Lannister’s storyline, especially his transformation after meeting Brienne of Tarth. It's like he goes from being this arrogant knight to having real depth and complexity."" (C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week37\20260915_1200.txt)
- Supporting: ""What about his bond with Brienne? That was a major catalyst too!"" (C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week43\20261026_2000.txt)",His transformation after meeting Brienne of Tarth,True,False,True,1.0,0.35294117647058826,0.5217391262003781,0.8571428571428571,0.375,0.6394116878509521
20261010_1010,"FINAL ANSWER: Saffron points to the loss of Cersei’s children as the turning point in her life. “Losing her kids really pushed her over the edge, didn’t it?” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261010_1010.txt)",Losing her kids,True,False,True,1.0,0.13333333333333333,0.22222221944444445,0.6666666666666666,0.13333333333333333,0.4917765259742737
20261011_1100,"FINAL ANSWER: The Stanley Parable. 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261011_1100.txt — “The Stanley Parable … playing with various storytelling tropes.”",The Stanley Parable,True,False,True,1.0,0.3333333333333333,0.7499999953125,0.6666666666666666,0.4,0.919768214225769
20260508_0800,"FINAL ANSWER: 15% — “I’m offering 15% off all pastries and special cakes for Mother’s Day!”
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week18\20260508_0800.txt",15%,True,False,True,1.0,0.05263157894736842,0.09523809433106578,1.0,0.05000000000000001,0.5400421619415283
20260814_1500,FINAL ANSWER: He suggests setting up snacks and drinks (a simple snack station with quick bites) to make it more enjoyable. “I think having some snacks or drinks at the garage sale could also be a fun touch.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week32\20260814_1500.txt,RexxarRemar suggests having snacks or drinks at the garage sale,True,False,False,0.9,0.34782608695652173,0.48484848062442615,0.8,0.38095238095238093,0.5950849652290344
20260921_1600,"FINAL ANSWER: AdamSmith will bring the tools for the curtain installation. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260921_1600.txt — “I’ll bring the tools, and we’ll get it done.”",AdamSmith,True,False,True,1.0,0.1,0.18181818016528928,1.0,0.0909090909090909,0.41590115427970886
20260917_1000,FINAL ANSWER: LiHua thinks Gerard Piqué “deserves a mention” as a defender because “he had that combination of skill and intelligence in defense.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week37\20260917_1000.txt,He deserves a mention for his skill and intelligence,True,False,False,0.7777777777777778,0.12903225806451613,0.21621621253469692,0.4444444444444444,0.14814814814814814,0.47340458631515503
20261006_1000,FINAL ANSWER: Snacks. “I’ll bring some snacks for us to enjoy after the match.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261006_1000.txt,Snacks,True,False,True,1.0,0.06666666666666667,0.4999999962500001,1.0,0.06666666666666667,0.813173770904541
20260920_1600,"FINAL ANSWER: The strategy—planning approaches and working with teammates—and the adrenaline rush in the final circle. “I love the strategy involved in it… Plus, the adrenaline rush when you're in the final circle is unbeatable!” (Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week37\20260920_1600.txt)",The strategy involved and the adrenaline rush,True,False,False,1.0,0.26666666666666666,0.4545454502066116,0.8333333333333334,0.3125,0.7754166126251221
20260922_1200,"FINAL ANSWER: Persona 5 Royal. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260922_1200.txt — “Lately, I’ve been hooked on ‘Persona 5 Royal.’ The blend of RPG elements and social simulation is really well done.”",Persona 5 Royal,True,False,True,1.0,0.3333333333333333,0.7499999953125,0.6666666666666666,0.4,0.8856542110443115
20260922_1700,"FINAL ANSWER: LiHua. 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260922_1700.txt 
Short quote: “LiHua: Hey Emily! Just wondering, have you ever read The Lord of the Rings novels?”",LiHua,True,False,True,1.0,0.0,0.4999999962500001,0.0,0,0.781294584274292
20260729_1400,"FINAL ANSWER: Mitsubishi and Daikin. 
Source: “Brands like Mitsubishi and Daikin are known for being quiet and efficient.” 
File: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week30\20260729_1400.txt",Mitsubishi and Daikin,True,False,True,1.0,0.3333333333333333,0.7499999953125,1.0,0.4,0.9320592880249023
20260604_1800,"FINAL ANSWER: Because the paint isn’t dry yet. As Turalyon said: “the paint isn’t dry yet, so please don’t sit on them for now.” (Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week22\20260604_1800.txt)",the paint isn't dry yet,True,False,True,1.0,0.3,0.6153846106508877,0.6,0.375,0.7654902338981628
20260922_1200,"FINAL ANSWER: Relaxing, exploratory gameplay—wandering and taking in the world. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260922_1200.txt — “I also enjoy some relaxing gameplay, especially after a big challenge. It’s nice to just explore and take in the world.”",Relaxing gameplay,True,False,True,1.0,0.058823529411764705,0.0,0.5,0.0625,0.6930772066116333
20260828_1000,"FINAL ANSWER: Cheese and bacon; he also likes to keep it simple with lettuce, tomato, and pickles. 
- “I’m all for classic cheese and maybe some bacon.” (C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week34\20260828_1000.txt)
- “Just keep it simple with lettuce, tomato, and some pickles.” (C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week3\20260122_1700.txt)",Cheese and bacon,True,False,True,1.0,0.11764705882352941,0.21052631313019393,0.6666666666666666,0.11764705882352941,0.6521872282028198
20261013_1330,FINAL ANSWER: Thrall. “Excited to see how the garden evolves!” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week41\20261013_1330.txt,Thrall,True,False,True,1.0,0.0,0.4999999962500001,0.0,0,0.8199804425239563
20260516_1000,"FINAL ANSWER: Soft white lights. “I’m leaning towards soft white lights! They give a cozy and inviting glow, perfect for relaxing evenings in the garden.” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week19\20260516_1000.txt)",Soft white lights,True,False,True,1.0,0.3333333333333333,0.7499999953125,0.6666666666666666,0.4,0.9159584045410156
20260922_1200,"FINAL ANSWER: Horizon Forbidden West. “I’m really into 'Horizon Forbidden West' right now! The world is stunning, and the gameplay mechanics are top-notch.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260922_1200.txt",Horizon Forbidden West,True,False,True,1.0,0.3333333333333333,0.7499999953125,0.6666666666666666,0.4,0.8871787190437317
20260204_1500,"FINAL ANSWER: February 4, 2026 at 15:00 — “So do you think we can change a training plan?” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week5\20260204_1500.txt)",20260204,True,False,True,0.0,0.0,0.0,0.0,0,0.27545520663261414
20260425_2100,"FINAL ANSWER: Li Hua is bringing Chae (a neurosurgeon) to the jam session. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week16\20260425_2100.txt — “Her name's Chae, she’s a neurosurgeon.”",ChaeSong-hwa,True,False,False,0.0,0.0,0.0,0.0,0,0.3480972349643707
20260205_1300,"FINAL ANSWER: Jennifer Moore suggested Li Hua do the following at home:
- Bodyweight squats
- Plank holds
- Push-ups
- Lunges
- Glute bridges

Short quote: “Here are a few exercises you can do at home: 1. Bodyweight squats… 2. Plank holds… 3. Push-ups… 4. Lunges… 5. Glute bridges.”

Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week5\20260205_1300.txt",bodyweight squats& plank holds&push-ups&lunges&glute bridges,True,False,True,1.0,0.14285714285714285,0.1538461491124262,0.6,0.17113903967753066,0.6796914935112
20261025_1600,FINAL ANSWER: Cinque Terre — “I’d love to check out Cinque Terre!” (source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week42\20261025_1600.txt),Cinque Terre,True,False,True,1.0,0.13333333333333333,0.2222222202469136,1.0,0.12500000000000003,0.6295965313911438
20261011_1100,"FINAL ANSWER: The Witcher 3. 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week40\20261011_1100.txt — “The Witcher 3 is absolutely phenomenal! I love how the storytelling weaves into every corner of the game.”",The Witcher 3,True,False,True,1.0,0.3333333333333333,0.7499999953125,0.6666666666666666,0.4,0.8886079788208008
20260819_1800,"FINAL ANSWER: Final Fantasy XVI. “For me, I'm really curious about how they’ll merge the action elements with traditional RPG mechanics.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week33\20260819_1800.txt",Ghostwire: Tokyo,True,False,False,0.0,0.0,0.0,0.0,0,0.2230747640132904
20260814_1500,"FINAL ANSWER: AdamSmith. “By the way, if anyone needs help with setting up for the garage sale, just let me know!” [Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week32\20260814_1500.txt]",AdamSmith,True,False,True,1.0,0.0,0.4999999962500001,0.0,0,0.8632125854492188
20260518_1000,"FINAL ANSWER: Bluebell, Camellia, and Tulip. 
“RexxarRemar: The Bluebell, Camellia, and Tulip combo sounds awesome for a vibrant vibe!” 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week20\20260518_1000.txt",Bluebell and Camellia and Tulip,True,False,False,1.0,0.1111111111111111,0.39999999520000007,0.5,0.16666666666666669,0.9312942624092102
20260612_1500,FINAL ANSWER: GromHellscream. “maybe we could create a little garden area where kids can help plant flowers or vegetables.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week23\20260612_1500.txt,GromHellscream,True,False,True,1.0,0.0,0.4999999962500001,0.0,0,0.8896105885505676
20260730_1730,FINAL ANSWER: Li Hua. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week30\20260730_1730.txt — “How about sharing some of your favorite fitness tips with the group?”,LiHua,True,False,True,1.0,0.0,0.0,0.0,0,0.5783443450927734
20260924_2000,"FINAL ANSWER: He’s positive and ready—“I feel pretty strong lately, so yeah, I'm up for the challenge! Let's do it!” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week38\20260924_2000.txtHow does LiHua feel about the bench press challenge proposed by JenniferMoore?",LiHua feels pretty strong and is up for the challenge,True,False,False,0.8,0.2857142857142857,0.4444444397805213,0.6,0.35294117647058826,0.47505971789360046
20260328_1500,"FINAL ANSWER: The building’s recycling policy. 
Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week12\20260328_1500.txt
Quote: “just a quick reminder about the building's recycling policy.”",Recycling policy,True,False,True,1.0,0.14285714285714285,0.24999999625000005,0.5,0.16666666666666669,0.8057453632354736
20260822_1700,FINAL ANSWER: Guitar playing. As Li Hua told WolfgangSchulz: “I think I'll try to get better at guitar too.” Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week52\20261230_1500.txt,Data analysis and coding related to AI tools,False,False,False,0.25,0.038461538461538464,0.06896551324613578,0.125,0.05263157894736841,0.19971638917922974
20260921_1600,FINAL ANSWER: Wednesday. Source: C:\Users\Francisco Azeredo\OneDrive\Documents\tecnico\5 ano\tese\Código\MiniRAG\dataset\LiHua-World\data\LiHuaWorld\LiHua-World\week41\20261012_1000.txt — “How about this Wednesday at 5 pm? … Wednesday at 5 pm sounds perfect.”,Thursday afternoon,False,False,False,0.0,0.0,0.0,0.0,0,0.650203287601471
